RowID,Letter,Level,Term,See,SeeAlso,NonEssModif,Code
352,A,5,while boarding or alighting,,,,V73.4
353,A,4,motor vehicle NOS,,,(traffic),V79.60
354,A,5,nontraffic,,,,V79.20
355,A,5,specified type NEC,,,(traffic),V79.69
356,A,6,nontraffic,,,,V79.29
357,A,4,pedal cycle,,,(traffic),V71.9
358,A,5,nontraffic,,,,V71.3
359,A,5,while boarding or alighting,,,,V71.4
360,A,4,pickup truck,,,(traffic),V73.9
361,A,5,nontraffic,,,,V73.3
362,A,5,while boarding or alighting,,,,V73.4
363,A,4,railway vehicle,,,(traffic),V75.9
364,A,5,nontraffic,,,,V75.3
365,A,5,while boarding or alighting,,,,V75.4
366,A,4,specified vehicle NEC,,,(traffic),V76.9
367,A,5,nontraffic,,,,V76.3
368,A,5,while boarding or alighting,,,,V76.4
369,A,4,stationary object,,,(traffic),V77.9
370,A,5,nontraffic,,,,V77.3
371,A,5,while boarding or alighting,,,,V77.4
372,A,4,streetcar,,,(traffic),V76.9
373,A,5,nontraffic,,,,V76.3
374,A,5,while boarding or alighting,,,,V76.4
375,A,4,three wheeled motor vehicle,,,(traffic),V72.9
376,A,5,nontraffic,,,,V72.3
377,A,5,while boarding or alighting,,,,V72.4
378,A,4,truck,,,(traffic),V74.9
379,A,5,nontraffic,,,,V74.3
380,A,5,while boarding or alighting,,,,V74.4
381,A,4,two wheeled motor vehicle,,,(traffic),V72.9
382,A,5,nontraffic,,,,V72.3
383,A,5,while boarding or alighting,,,,V72.4
384,A,4,van,,,(traffic),V73.9
385,A,5,nontraffic,,,,V73.3
386,A,5,while boarding or alighting,,,,V73.4
387,A,3,driver,,,,
388,A,4,collision,,,(with),
389,A,5,animal,,,(traffic),V70.5
390,A,6,being ridden,,,(traffic),V76.5
391,A,7,nontraffic,,,,V76.0
392,A,6,nontraffic,,,,V70.0
393,A,5,animal-drawn vehicle,,,(traffic),V76.5
394,A,6,nontraffic,,,,V76.0
395,A,5,bus,,,(traffic),V74.5
396,A,6,nontraffic,,,,V74.0
397,A,5,car,,,(traffic),V73.5
398,A,6,nontraffic,,,,V73.0
399,A,5,motor vehicle NOS,,,(traffic),V79.40
400,A,6,nontraffic,,,,V79.00
401,A,6,specified type NEC,,,(traffic),V79.49
402,A,7,nontraffic,,,,V79.09
403,A,5,pedal cycle,,,(traffic),V71.5
404,A,6,nontraffic,,,,V71.0
405,A,5,pickup truck,,,(traffic),V73.5
406,A,6,nontraffic,,,,V73.0
407,A,5,railway vehicle,,,(traffic),V75.5
408,A,6,nontraffic,,,,V75.0
409,A,5,specified vehicle NEC,,,(traffic),V76.5
410,A,6,nontraffic,,,,V76.0
411,A,5,stationary object,,,(traffic),V77.5
412,A,6,nontraffic,,,,V77.0
413,A,5,streetcar,,,(traffic),V76.5
414,A,6,nontraffic,,,,V76.0
415,A,5,three wheeled motor vehicle,,,(traffic),V72.5
416,A,6,nontraffic,,,,V72.0
417,A,5,truck,,,(traffic),V74.5
418,A,6,nontraffic,,,,V74.0
419,A,5,two wheeled motor vehicle,,,(traffic),V72.5
420,A,6,nontraffic,,,,V72.0
421,A,5,van,,,(traffic),V73.5
422,A,6,nontraffic,,,,V73.0
423,A,4,noncollision accident,,,(traffic),V78.5
424,A,5,nontraffic,,,,V78.0
425,A,3,noncollision accident,,,(traffic),V78.9
426,A,4,nontraffic,,,,V78.3
427,A,4,while boarding or alighting,,,,V78.4
428,A,3,nontraffic,,,,V79.3
429,A,3,hanger-on,,,,
430,A,4,collision,,,(with),
431,A,5,animal,,,(traffic),V70.7
432,A,6,being ridden,,,(traffic),V76.7
433,A,7,nontraffic,,,,V76.2
434,A,6,nontraffic,,,,V70.2
435,A,5,animal-drawn vehicle,,,(traffic),V76.7
436,A,6,nontraffic,,,,V76.2
437,A,5,bus,,,(traffic),V74.7
438,A,6,nontraffic,,,,V74.2
439,A,5,car,,,(traffic),V73.7
440,A,6,nontraffic,,,,V73.2
441,A,5,pedal cycle,,,(traffic),V71.7
442,A,6,nontraffic,,,,V71.2
443,A,5,pickup truck,,,(traffic),V73.7
444,A,6,nontraffic,,,,V73.2
445,A,5,railway vehicle,,,(traffic),V75.7
446,A,6,nontraffic,,,,V75.2
447,A,5,specified vehicle NEC,,,(traffic),V76.7
448,A,6,nontraffic,,,,V76.2
449,A,5,stationary object,,,(traffic),V77.7
450,A,6,nontraffic,,,,V77.2
451,A,5,streetcar,,,(traffic),V76.7
452,A,6,nontraffic,,,,V76.2
453,A,5,three wheeled motor vehicle,,,(traffic),V72.7
454,A,6,nontraffic,,,,V72.2
455,A,5,truck,,,(traffic),V74.7
456,A,6,nontraffic,,,,V74.2
457,A,5,two wheeled motor vehicle,,,(traffic),V72.7
458,A,6,nontraffic,,,,V72.2
459,A,5,van,,,(traffic),V73.7
460,A,6,nontraffic,,,,V73.2
461,A,4,noncollision accident,,,(traffic),V78.7
462,A,5,nontraffic,,,,V78.2
463,A,3,passenger,,,,
464,A,4,collision,,,(with),
465,A,5,animal,,,(traffic),V70.6
466,A,6,being ridden,,,(traffic),V76.6
467,A,7,nontraffic,,,,V76.1
468,A,6,nontraffic,,,,V70.1
469,A,5,animal-drawn vehicle,,,(traffic),V76.6
470,A,6,nontraffic,,,,V76.1
471,A,5,bus,,,(traffic),V74.6
472,A,6,nontraffic,,,,V74.1
473,A,5,car,,,(traffic),V73.6
474,A,6,nontraffic,,,,V73.1
475,A,5,motor vehicle NOS,,,(traffic),V79.50
476,A,6,nontraffic,,,,V79.10
477,A,6,specified type NEC,,,(traffic),V79.59
478,A,7,nontraffic,,,,V79.19
479,A,5,pedal cycle,,,(traffic),V71.6
480,A,6,nontraffic,,,,V71.1
481,A,5,pickup truck,,,(traffic),V73.6
482,A,6,nontraffic,,,,V73.1
483,A,5,railway vehicle,,,(traffic),V75.6
484,A,6,nontraffic,,,,V75.1
485,A,5,specified vehicle NEC,,,(traffic),V76.6
486,A,6,nontraffic,,,,V76.1
487,A,5,stationary object,,,(traffic),V77.6
488,A,6,nontraffic,,,,V77.1
489,A,5,streetcar,,,(traffic),V76.6
490,A,6,nontraffic,,,,V76.1
491,A,5,three wheeled motor vehicle,,,(traffic),V72.6
492,A,6,nontraffic,,,,V72.1
493,A,5,truck,,,(traffic),V74.6
494,A,6,nontraffic,,,,V74.1
495,A,5,two wheeled motor vehicle,,,(traffic),V72.6
496,A,6,nontraffic,,,,V72.1
497,A,5,van,,,(traffic),V73.6
498,A,6,nontraffic,,,,V73.1
499,A,4,noncollision accident,,,(traffic),V78.6
500,A,5,nontraffic,,,,V78.1
501,A,3,specified type NEC,,,,V79.88
502,A,4,military vehicle,,,,V79.81
503,A,2,"cable car, not on rails",,,,V98.0
504,A,3,on rails,"Accident, transport, streetcar occupant",,,
505,A,2,car occupant,,,,V49.9
506,A,3,ambulance occupant,"Accident, transport, ambulance occupant",,,
507,A,3,collision,,,(with),
508,A,4,animal,,,(traffic),V40.9
509,A,5,being ridden,,,(traffic),V46.9
510,A,6,nontraffic,,,,V46.3
511,A,6,while boarding or alighting,,,,V46.4
512,A,5,nontraffic,,,,V40.3
513,A,5,while boarding or alighting,,,,V40.4
514,A,4,animal-drawn vehicle,,,(traffic),V46.9
515,A,5,nontraffic,,,,V46.3
516,A,5,while boarding or alighting,,,,V46.4
517,A,4,bus,,,(traffic),V44.9
518,A,5,nontraffic,,,,V44.3
519,A,5,while boarding or alighting,,,,V44.4
520,A,4,car,,,(traffic),V43.92
521,A,5,nontraffic,,,,V43.32
522,A,5,while boarding or alighting,,,,V43.42
523,A,4,motor vehicle NOS,,,(traffic),V49.60
524,A,5,nontraffic,,,,V49.20
525,A,5,specified type NEC,,,(traffic),V49.69
526,A,6,nontraffic,,,,V49.29
527,A,4,pedal cycle,,,(traffic),V41.9
528,A,5,nontraffic,,,,V41.3
529,A,5,while boarding or alighting,,,,V41.4
530,A,4,pickup truck,,,(traffic),V43.93
531,A,5,nontraffic,,,,V43.33
532,A,5,while boarding or alighting,,,,V43.43
533,A,4,railway vehicle,,,(traffic),V45.9
534,A,5,nontraffic,,,,V45.3
535,A,5,while boarding or alighting,,,,V45.4
536,A,4,specified vehicle NEC,,,(traffic),V46.9
537,A,5,nontraffic,,,,V46.3
538,A,5,while boarding or alighting,,,,V46.4
539,A,4,sport utility vehicle,,,(traffic),V43.91
540,A,5,nontraffic,,,,V43.31
541,A,5,while boarding or alighting,,,,V43.41
542,A,4,stationary object,,,(traffic),V47.9
543,A,5,nontraffic,,,,V47.3
544,A,5,while boarding or alighting,,,,V47.4
545,A,4,streetcar,,,(traffic),V46.9
546,A,5,nontraffic,,,,V46.3
547,A,5,while boarding or alighting,,,,V46.4
548,A,4,three wheeled motor vehicle,,,(traffic),V42.9
549,A,5,nontraffic,,,,V42.3
550,A,5,while boarding or alighting,,,,V42.4
551,A,4,truck,,,(traffic),V44.9
552,A,5,nontraffic,,,,V44.3
553,A,5,while boarding or alighting,,,,V44.4
554,A,4,two wheeled motor vehicle,,,(traffic),V42.9
555,A,5,nontraffic,,,,V42.3
556,A,5,while boarding or alighting,,,,V42.4
557,A,4,van,,,(traffic),V43.94
558,A,5,nontraffic,,,,V43.34
559,A,5,while boarding or alighting,,,,V43.44
560,A,3,driver,,,,
561,A,4,collision,,,(with),
562,A,5,animal,,,(traffic),V40.5
563,A,6,being ridden,,,(traffic),V46.5
564,A,7,nontraffic,,,,V46.0
565,A,6,nontraffic,,,,V40.0
566,A,5,animal-drawn vehicle,,,(traffic),V46.5
567,A,6,nontraffic,,,,V46.0
568,A,5,bus,,,(traffic),V44.5
569,A,6,nontraffic,,,,V44.0
570,A,5,car,,,(traffic),V43.52
571,A,6,nontraffic,,,,V43.02
572,A,5,motor vehicle NOS,,,(traffic),V49.40
573,A,6,nontraffic,,,,V49.00
574,A,6,specified type NEC,,,(traffic),V49.49
575,A,7,nontraffic,,,,V49.09
576,A,5,pedal cycle,,,(traffic),V41.5
577,A,6,nontraffic,,,,V41.0
578,A,5,pickup truck,,,(traffic),V43.53
579,A,6,nontraffic,,,,V43.03
580,A,5,railway vehicle,,,(traffic),V45.5
581,A,6,nontraffic,,,,V45.0
582,A,5,specified vehicle NEC,,,(traffic),V46.5
583,A,6,nontraffic,,,,V46.0
584,A,5,sport utility vehicle,,,(traffic),V43.51
585,A,6,nontraffic,,,,V43.01
586,A,5,stationary object,,,(traffic),V47.5
587,A,6,nontraffic,,,,V47.0
588,A,5,streetcar,,,(traffic),V46.5
589,A,6,nontraffic,,,,V46.0
590,A,5,three wheeled motor vehicle,,,(traffic),V42.5
591,A,6,nontraffic,,,,V42.0
592,A,5,truck,,,(traffic),V44.5
593,A,6,nontraffic,,,,V44.0
594,A,5,two wheeled motor vehicle,,,(traffic),V42.5
595,A,6,nontraffic,,,,V42.0
596,A,5,van,,,(traffic),V43.54
597,A,6,nontraffic,,,,V43.04
598,A,4,noncollision accident,,,(traffic),V48.5
599,A,5,nontraffic,,,,V48.0
600,A,3,noncollision accident,,,(traffic),V48.9
601,A,4,nontraffic,,,,V48.3
602,A,4,while boarding or alighting,,,,V48.4
603,A,3,nontraffic,,,,V49.3
604,A,3,hanger-on,,,,
605,A,4,collision,,,(with),
606,A,5,animal,,,(traffic),V40.7
607,A,6,being ridden,,,(traffic),V46.7
608,A,7,nontraffic,,,,V46.2
609,A,6,nontraffic,,,,V40.2
610,A,5,animal-drawn vehicle,,,(traffic),V46.7
611,A,6,nontraffic,,,,V46.2
612,A,5,bus,,,(traffic),V44.7
613,A,6,nontraffic,,,,V44.2
614,A,5,car,,,(traffic),V43.72
615,A,6,nontraffic,,,,V43.22
616,A,5,pedal cycle,,,(traffic),V41.7
617,A,6,nontraffic,,,,V41.2
618,A,5,pickup truck,,,(traffic),V43.73
619,A,6,nontraffic,,,,V43.23
620,A,5,railway vehicle,,,(traffic),V45.7
621,A,6,nontraffic,,,,V45.2
622,A,5,specified vehicle NEC,,,(traffic),V46.7
623,A,6,nontraffic,,,,V46.2
624,A,5,sport utility vehicle,,,(traffic),V43.71
625,A,6,nontraffic,,,,V43.21
626,A,5,stationary object,,,(traffic),V47.7
627,A,6,nontraffic,,,,V47.2
628,A,5,streetcar,,,(traffic),V46.7
629,A,6,nontraffic,,,,V46.2
630,A,5,three wheeled motor vehicle,,,(traffic),V42.7
631,A,6,nontraffic,,,,V42.2
632,A,5,truck,,,(traffic),V44.7
633,A,6,nontraffic,,,,V44.2
634,A,5,two wheeled motor vehicle,,,(traffic),V42.7
