RowID,Letter,Level,Term,See,SeeAlso,NonEssModif,Code
84,A,2,low reading,,,(nonspecific),R03.1
85,A,1,blood sugar,,,,R73.09
86,A,1,bowel sounds,,,,R19.15
87,A,2,absent,,,,R19.11
88,A,2,hyperactive,,,,R19.12
89,A,1,brain scan,,,,R94.02
90,A,1,breathing,,,,R06.9
91,A,1,caloric test,,,,R94.138
92,A,1,cerebrospinal fluid,,,,R83.9
93,A,2,cytology,,,,R83.6
94,A,2,drug level,,,,R83.2
95,A,2,enzyme level,,,,R83.0
96,A,2,hormones,,,,R83.1
97,A,2,immunology,,,,R83.4
98,A,2,microbiology,,,,R83.5
99,A,2,nonmedicinal level,,,,R83.3
100,A,2,specified type NEC,,,,R83.8
101,A,1,"chemistry, blood",,,,R79.9
102,A,2,C-reactive protein,,,,R79.82
103,A,2,drugs,"Findings, abnormal, in blood",,,
104,A,2,gas level,,,,R79.81
105,A,2,minerals,,,,R79.0
106,A,2,pancytopenia,,,,D61.818
107,A,2,PTT,,,,R79.1
108,A,2,specified NEC,,,,R79.89
109,A,2,toxins,"Findings, abnormal, in blood",,,
110,A,1,chest sounds,,,(friction) (rales),R09.89
111,A,1,"chromosome, chromosomal",,,,Q99.9
112,A,2,"with more than three X chromosomes,  female",,,,Q97.1
113,A,2,analysis result,,,,R89.8
114,A,3,bronchial washings,,,,R84.8
115,A,3,cerebrospinal fluid,,,,R83.8
116,A,3,cervix uteri NEC,,,,R87.89
117,A,3,nasal secretions,,,,R84.8
118,A,3,nipple discharge,,,,R89.8
119,A,3,peritoneal fluid,,,,R85.89
120,A,3,pleural fluid,,,,R84.8
121,A,3,prostatic secretions,,,,R86.8
122,A,3,saliva,,,,R85.89
123,A,3,seminal fluid,,,,R86.8
124,A,3,sputum,,,,R84.8
125,A,3,synovial fluid,,,,R89.8
126,A,3,throat scrapings,,,,R84.8
127,A,3,vagina,,,,R87.89
128,A,3,vulva,,,,R87.89
129,A,3,wound secretions,,,,R89.8
130,A,2,dicentric replacement,,,,Q93.2
131,A,2,ring replacement,,,,Q93.2
132,A,2,sex,,,,Q99.8
133,A,3,female phenotype,,,,Q97.9
134,A,4,specified NEC,,,,Q97.8
135,A,3,male phenotype,,,,Q98.9
136,A,4,specified NEC,,,,Q98.8
137,A,3,structural male,,,,Q98.6
138,A,2,specified NEC,,,,Q99.8
139,A,1,clinical findings NEC,,,,R68.89
140,A,1,coagulation,,,,D68.9
141,A,2,"newborn, transient",,,,P61.6
142,A,2,profile,,,,R79.1
143,A,2,time,,,,R79.1
144,A,1,communication,Fistula,,,
145,A,1,"conjunctiva, vascular",,,,H11.41-
146,A,1,coronary artery,,,,Q24.5
147,A,1,cortisol-binding globulin,,,,E27.8
148,A,1,"course, eustachian tube",,,,Q17.8
149,A,1,creatinine clearance,,,,R94.4
150,A,1,cytology,,,,
151,A,2,anus,,,,R85.619
152,A,3,atypical squamous cells cannot exclude high grade squamous intraepithelial lesion,,,(ASC-H),R85.611
153,A,3,atypical squamous cells of undetermined significance,,,(ASC-US),R85.610
154,A,3,cytologic evidence of malignancy,,,,R85.614
155,A,3,high grade squamous intraepithelial lesion,,,(HGSIL),R85.613
156,A,3,human papillomavirus,,,(HPV),
157,A,4,high risk positive,,,,R85.81
158,A,4,low risk postive,,,,R85.82
159,A,3,inadequate smear,,,,R85.615
160,A,3,low grade squamous intraepithelial lesion,,,(LGSIL),R85.612
161,A,3,satisfactory anal smear but lacking transformation zone,,,,R85.616
162,A,3,specified NEC,,,,R85.618
163,A,3,unsatisfactory smear,,,,R85.615
164,A,2,female genital organs,"Abnormal, Papanicolaou (smear)",,,
165,A,1,dark adaptation curve,,,,H53.61
166,A,1,dentofacial NEC,"Anomaly, dentofacial",,,
167,A,1,"development, developmental",,,,Q89.9
168,A,2,central nervous system,,,,Q07.9
169,A,1,diagnostic imaging,,,,
170,A,2,"abdomen, abdominal region NEC",,,,R93.5
171,A,2,biliary tract,,,,R93.2
172,A,2,bladder,,,,R93.41
173,A,2,breast,,,,R92.8
174,A,2,central nervous system NEC,,,,R90.89
175,A,2,cerebrovascular NEC,,,,R90.89
176,A,2,coronary circulation,,,,R93.1
177,A,2,digestive tract NEC,,,,R93.3
178,A,2,gastrointestinal,,,(tract),R93.3
179,A,2,genitourinary organs,,,,R93.89
180,A,2,head,,,,R93.0
181,A,2,heart,,,,R93.1
182,A,2,intrathoracic organ NEC,,,,R93.89
183,A,2,kidney,,,,R93.42-
184,A,2,limbs,,,,R93.6
185,A,2,liver,,,,R93.2
186,A,2,lung,,,(field),R91.8
187,A,2,musculoskeletal system NEC,,,,R93.7
188,A,2,renal pelvis,,,,R93.41
189,A,2,retroperitoneum,,,,R93.5
190,A,2,site specified NEC,,,,R93.89
191,A,2,skin and subcutaneous tissue,,,,R93.89
192,A,2,skull,,,,R93.0
193,A,2,testis,,,,R93.81-
194,A,2,urinary organs specified NEC,,,,R93.49
195,A,2,ureter,,,,R93.41
196,A,1,"direction, teeth, fully erupted",,,,M26.30
197,A,1,"ear ossicles, acquired NEC",,,,H74.39-
198,A,2,ankylosis,"Ankylosis, ear ossicles",,,
199,A,2,discontinuity,"Discontinuity, ossicles, ear",,,
200,A,2,partial loss,"Loss, ossicles, ear (partial)",,,
201,A,1,Ebstein,,,,Q22.5
202,A,1,echocardiogram,,,,R93.1
203,A,1,echoencephalogram,,,,R90.81
204,A,1,echogram,"Abnormal, diagnostic  imaging",,,
205,A,1,electrocardiogram [ECG] [EKG],,,,R94.31
206,A,1,electroencephalogram [EEG],,,,R94.01
207,A,1,electrolyte,"Imbalance, electrolyte",,,
208,A,1,electromyogram [EMG],,,,R94.131
209,A,1,electro-oculogram [EOG],,,,R94.110
210,A,1,electrophysiological intracardiac studies,,,,R94.39
211,A,1,electroretinogram [ERG],,,,R94.111
212,A,1,erythrocytes,,,,
213,A,2,"congenital, with perinatal jaundice",,,,D58.9
214,A,1,feces,,,(color) (contents) (mucus),R19.5
215,A,1,finding,"Findings, abnormal, without diagnosis",,,
216,A,1,fluid,,,,
217,A,2,amniotic,"Abnormal, specimen, specified",,,
218,A,2,cerebrospinal,"Abnormal, cerebrospinal fluid",,,
219,A,2,peritoneal,"Abnormal, specimen, digestive organs",,,
220,A,2,pleural,"Abnormal, specimen, respiratory organs",,,
221,A,2,synovial,"Abnormal, specimen, specified",,,
222,A,2,thorax,"Abnormal, specimen, respiratory organs",,(bronchial washings) (pleural  fluid),
223,A,2,vaginal,"Abnormal, specimen, female genital organs",,,
224,A,1,form,,,,
225,A,2,teeth,,,,K00.2
226,A,2,uterus,"Anomaly, uterus",,,
227,A,1,function studies,,,,
228,A,2,auditory,,,,R94.120
229,A,2,bladder,,,,R94.8
230,A,2,brain,,,,R94.09
231,A,2,cardiovascular,,,,R94.30
232,A,2,ear,,,,R94.128
233,A,2,endocrine NEC,,,,R94.7
234,A,2,eye NEC,,,,R94.118
235,A,2,kidney,,,,R94.4
236,A,2,liver,,,,R94.5
237,A,2,nervous system,,,,
238,A,3,central NEC,,,,R94.09
239,A,3,peripheral NEC,,,,R94.138
240,A,2,pancreas,,,,R94.8
241,A,2,placenta,,,,R94.8
242,A,2,pulmonary,,,,R94.2
243,A,2,special senses NEC,,,,R94.128
244,A,2,spleen,,,,R94.8
245,A,2,thyroid,,,,R94.6
246,A,2,vestibular,,,,R94.121
247,A,1,gait,Gait,,,
248,A,2,hysterical,,,,F44.4
249,A,1,gastrin secretion,,,,E16.4
250,A,1,globulin,,,,R77.1
251,A,2,cortisol-binding,,,,E27.8
252,A,2,thyroid-binding,,,,E07.89
253,A,1,"glomerular, minor",,N00-N07 with fourth character .0,,N05.0
254,A,1,glucagon secretion,,,,E16.3
255,A,1,glucose tolerance,,,(test) (non-fasting),R73.09
256,A,1,gravitational,,,(G) forces or states (effect of),T75.81
257,A,1,hair,,,(color) (shaft),L67.9
258,A,2,specified NEC,,,,L67.8
259,A,1,hard tissue formation in pulp,,,(dental),K04.3
260,A,1,head movement,,,,R25.0
261,A,1,heart,,,,
262,A,2,rate,,,,R00.9
263,A,3,specified NEC,,,,R00.8
264,A,2,shadow,,,,R93.1
265,A,2,sounds NEC,,,,R01.2
266,A,1,hemoglobin,,"Disease, hemoglobin",(disease),D58.2
267,A,2,trait,"Trait, hemoglobin, abnormal",,,
268,A,1,histology NEC,,,,R89.7
269,A,1,immunological findings,,,,R89.4
270,A,2,in serum,,,,R76.9
271,A,3,specified NEC,,,,R76.8
272,A,1,increase in appetite,,,,R63.2
273,A,1,involuntary movement,"Abnormal, movement, involuntary",,,
274,A,1,jaw closure,,,,M26.51
275,A,1,karyotype,,,,R89.8
276,A,1,kidney function test,,,,R94.4
277,A,1,knee jerk,,,,R29.2
278,A,1,leukocyte,,,(cell) (differential),D72.9
279,A,1,liver function test,,"Elevated, liver function, test",,R79.89
280,A,1,loss of,,,,
281,A,2,height,,,,R29.890
282,A,2,weight,,,,R63.4
283,A,1,mammogram NEC,,,,R92.8
284,A,2,calcification,,,(calculus),R92.1
285,A,2,microcalcification,,,,R92.0
286,A,1,Mantoux test,,,,R76.11
287,A,1,movement,,"Disorder, movement",(disorder),
288,A,2,head,,,,R25.0
289,A,2,involuntary,,,,R25.9
290,A,3,fasciculation,,,,R25.3
291,A,3,of head,,,,R25.0
292,A,3,spasm,,,,R25.2
293,A,3,specified type NEC,,,,R25.8
294,A,3,tremor,,,,R25.1
295,A,1,myoglobin,,,(Aberdeen) (Annapolis),R89.7
296,A,1,neonatal screening,,,,P09.9
297,A,2,for,,,,
298,A,3,congenital adrenal hyperplasia,,,,P09.2
299,A,3,congenital endocrine disease,,,,P09.2
300,A,3,congenital hematologic disorders,,,,P09.3
301,A,3,critical congenital heart disease,,,,P09.5
302,A,3,cystic fibrosis,,,,P09.4
303,A,3,hemoglobinopathy,,,,P09.3
304,A,3,hypothyroidism,,,,P09.2
305,A,3,inborn errors of metabolism,,,,P09.1
306,A,3,neonatal hearing loss,,,,P09.6
307,A,3,red cell membrane defects,,,,P09.3
308,A,3,sickle cell,,,,P09.3
309,A,3,specified NEC,,,,P09.8
310,A,1,oculomotor study,,,,R94.113
311,A,1,palmar creases,,,,Q82.8
312,A,1,Papanicolaou,,,(smear),
313,A,2,anus,,,,R85.619
314,A,3,atypical squamous cells cannot exclude high grade squamous intraepithelial lesion,,,(ASC-H),R85.611
315,A,3,atypical squamous cells of undetermined significance,,,(ASC-US),R85.610
316,A,3,cytologic evidence of malignancy,,,,R85.614
317,A,3,high grade squamous intraepithelial lesion,,,(HGSIL),R85.613
318,A,3,human papillomavirus,,,(HPV),
319,A,4,high risk positive,,,,R85.81
320,A,4,low risk postive,,,,R85.82
321,A,3,inadequate smear,,,,R85.615
322,A,3,low grade squamous intraepithelial lesion,,,(LGSIL),R85.612
323,A,3,satisfactory anal smear but lacking transformation zone,,,,R85.616
324,A,3,specified NEC,,,,R85.618
325,A,3,unsatisfactory smear,,,,R85.615
326,A,2,bronchial washings,,,,R84.6
327,A,2,cerebrospinal fluid,,,,R83.6
328,A,2,cervix,,,,R87.619
329,A,3,atypical squamous cells cannot exclude high grade squamous intraepithelial lesion,,,(ASC-H),R87.611
330,A,3,atypical squamous cells of undetermined significance,,,(ASC-US),R87.610
331,A,3,cytologic evidence of malignancy,,,,R87.614
332,A,3,high grade squamous intraepithelial lesion,,,(HGSIL),R87.613
333,A,3,inadequate smear,,,,R87.615
334,A,3,low grade squamous intraepithelial lesion,,,(LGSIL),R87.612
335,A,3,non-atypical endometrial cells,,,,R87.618
336,A,3,satisfactory cervical smear but lacking transformation zone,,,,R87.616
337,A,3,specified NEC,,,,R87.618
338,A,3,thin preparaton,,,,R87.619
339,A,3,unsatisfactory smear,,,,R87.615
340,A,2,nasal secretions,,,,R84.6
341,A,2,nipple discharge,,,,R89.6
342,A,2,peritoneal fluid,,,,R85.69
343,A,2,pleural fluid,,,,R84.6
344,A,2,prostatic secretions,,,,R86.6
345,A,2,saliva,,,,R85.69
346,A,2,seminal fluid,,,,R86.6
347,A,2,sites NEC,,,,R89.6
348,A,2,sputum,,,,R84.6
349,A,2,synovial fluid,,,,R89.6
350,A,2,throat scrapings,,,,R84.6
351,A,2,vagina,,,,R87.629
352,A,3,atypical squamous cells cannot exclude high grade squamous intraepithelial lesion,,,(ASC-H),R87.621
353,A,3,atypical squamous cells of undetermined significance,,,(ASC-US),R87.620
354,A,3,cytologic evidence of malignancy,,,,R87.624
355,A,3,high grade squamous intraepithelial lesion,,,(HGSIL),R87.623
356,A,3,inadequate smear,,,,R87.625
357,A,3,low grade squamous intraepithelial lesion,,,(LGSIL),R87.622
358,A,3,specified NEC,,,,R87.628
359,A,3,thin preparation,,,,R87.629
360,A,3,unsatisfactory smear,,,,R87.625
361,A,2,vulva,,,,R87.69
362,A,2,wound secretions,,,,R89.6
363,A,1,partial thromboplastin time,,,(PTT),R79.1
364,A,1,pelvis,"Deformity, pelvis",,(bony),
365,A,1,"percussion, chest",,,(tympany),R09.89
366,A,1,periods,Menstruation,,(grossly),
367,A,1,phonocardiogram,,,,R94.39
368,A,1,plantar reflex,,,,R29.2
369,A,1,plasma,,,,
370,A,2,protein,,,,R77.9
371,A,3,specified NEC,,,,R77.8
372,A,2,viscosity,,,,R70.1
373,A,1,pleural,,,(folds),Q34.0
374,A,1,posture,,,,R29.3
375,A,1,product of conception,,,,O02.9
376,A,2,specified type NEC,,,,O02.89
377,A,1,prothrombin time,,,(PT),R79.1
378,A,1,pulmonary,,,,
379,A,2,"artery, congenital",,,,Q25.79
380,A,2,"function, newborn",,,,P28.89
381,A,2,test results,,,,R94.2
382,A,1,pulsations in neck,,,,R00.2
383,A,1,pupillary,,,,H21.56-
384,A,2,function,"Anomaly, pupil, function",,(reaction) (reflex),
385,A,1,radiological examination,"Abnormal,  diagnostic imaging",,,
386,A,1,red blood cell,,,(s) (morphology) (volume),R71.8
387,A,1,reflex,Reflex,,,
388,A,1,renal function test,,,,R94.4
389,A,1,response to nerve stimulation,,,,R94.130
390,A,1,retinal correspondence,,,,H53.31
391,A,1,retinal function study,,,,R94.111
392,A,1,"rhythm, heart",,Arrhythmia,,
393,A,1,saliva,"Abnormal, specimen, digestive organs",,,
394,A,1,scan,,,,
395,A,2,kidney,,,,R94.4
396,A,2,liver,,,,R93.2
397,A,2,thyroid,,,,R94.6
398,A,1,secretion,,,,
399,A,2,gastrin,,,,E16.4
400,A,2,glucagon,,,,E16.3
401,A,1,"semen, seminal fluid","Abnormal, specimen, male genital organs",,,
402,A,1,serum level,,,(of),
403,A,2,acid phosphatase,,,,R74.8
404,A,2,alkaline phosphatase,,,,R74.8
405,A,2,amylase,,,,R74.8
406,A,2,enzymes,,,,R74.9
407,A,3,specified NEC,,,,R74.8
408,A,2,lipase,,,,R74.8
409,A,2,triacylglycerol lipase,,,,R74.8
410,A,1,shape,,,,
411,A,2,gravid uterus,"Anomaly, uterus",,,
412,A,1,sinus venosus,,,,Q21.16
413,A,1,"size, tooth, teeth",,,,K00.2
414,A,1,"spacing, tooth, teeth, fully erupted",,,,M26.30
415,A,1,specimen,,,,
416,A,2,digestive organs,,,(peritoneal fluid)  (saliva),R85.9
417,A,3,cytology,,,,R85.69
418,A,3,drug level,,,,R85.2
419,A,3,enzyme level,,,,R85.0
420,A,3,histology,,,,R85.7
421,A,3,hormones,,,,R85.1
422,A,3,immunology,,,,R85.4
423,A,3,microbiology,,,,R85.5
424,A,3,nonmedicinal level,,,,R85.3
425,A,3,specified type NEC,,,,R85.89
426,A,2,female genital organs,,,(secretions) (smears),R87.9
427,A,3,cytology,,,,R87.69
428,A,4,cervix,,,,R87.619
429,A,5,human papillomavirus,,,(HPV),
430,A,6,high risk positive,,,,R87.810
431,A,6,low risk positive,,,,R87.820
432,A,5,inadequate,,,(unsatisfactory),R87.615
433,A,5,non-atypical endometrial cells,,,,R87.618
434,A,5,specified NEC,,,,R87.618
435,A,4,vagina,,,,R87.629
436,A,5,human papillomavirus,,,(HPV),
437,A,6,high risk positive,,,,R87.811
438,A,6,low risk positive,,,,R87.821
439,A,5,inadequate,,,(unsatisfactory),R87.625
440,A,4,vulva,,,,R87.69
441,A,3,drug level,,,,R87.2
442,A,3,enzyme level,,,,R87.0
443,A,3,histological,,,,R87.7
444,A,3,hormones,,,,R87.1
445,A,3,immunology,,,,R87.4
446,A,3,microbiology,,,,R87.5
447,A,3,nonmedicinal level,,,,R87.3
448,A,3,specified type NEC,,,,R87.89
449,A,2,male genital organs,,,(prostatic secretions) (semen),R86.9
450,A,3,cytology,,,,R86.6
451,A,3,drug level,,,,R86.2
452,A,3,enzyme level,,,,R86.0
453,A,3,histological,,,,R86.7
454,A,3,hormones,,,,R86.1
455,A,3,immunology,,,,R86.4
456,A,3,microbiology,,,,R86.5
457,A,3,nonmedicinal level,,,,R86.3
458,A,3,specified type NEC,,,,R86.8
459,A,2,nipple discharge,"Abnormal, specimen, specified",,,
460,A,2,respiratory organs,,,(bronchial washings) (nasal secretions) (pleural fluid) (sputum),R84.9
461,A,3,cytology,,,,R84.6
462,A,3,drug level,,,,R84.2
463,A,3,enzyme level,,,,R84.0
464,A,3,histology,,,,R84.7
465,A,3,hormones,,,,R84.1
466,A,3,immunology,,,,R84.4
467,A,3,microbiology,,,,R84.5
468,A,3,nonmedicinal level,,,,R84.3
469,A,3,specified type NEC,,,,R84.8
470,A,2,"specified organ, system and tissue NOS",,,,R89.9
471,A,3,cytology,,,,R89.6
472,A,3,drug level,,,,R89.2
473,A,3,enzyme level,,,,R89.0
474,A,3,histology,,,,R89.7
475,A,3,hormones,,,,R89.1
476,A,3,immunology,,,,R89.4
477,A,3,microbiology,,,,R89.5
478,A,3,nonmedicinal level,,,,R89.3
479,A,3,specified type NEC,,,,R89.8
480,A,2,synovial fluid,"Abnormal, specimen, specified",,,
481,A,2,thorax,"Abnormal, specimen, respiratory organs",,(bronchial washings) (pleural  fluids),
482,A,2,vagina,,,(secretion) (smear),R87.629
483,A,2,vulva,,,(secretion) (smear),R87.69
484,A,2,wound secretion,"Abnormal, specimen, specified",,,
485,A,1,spermatozoa,"Abnormal, specimen, male genital organs",,,
486,A,1,sputum,,,(amount) (color) (odor),R09.3
487,A,1,stool,,,(color) (contents) (mucus),R19.5
488,A,2,bloody,,,,K92.1
489,A,2,guaiac positive,,,,R19.5
490,A,1,synchondrosis,,,,Q78.8
491,A,1,thermography,,"Abnormal, diagnostic imaging",,R93.89
492,A,1,thyroid-binding globulin,,,,E07.89
493,A,1,"tooth, teeth",,,(form) (size),K00.2
494,A,1,toxicology,,,(findings),R78.9
495,A,1,transport protein,,,,E88.09
496,A,1,tumor marker NEC,,,,R97.8
497,A,1,ultrasound results,"Abnormal, diagnostic imaging",,,
498,A,1,umbilical cord complicating delivery,,,,O69.9
499,A,1,urination NEC,,,,R39.198
500,A,1,urine,,,(constituents),R82.90
501,A,2,bile,,,,R82.2
502,A,2,cytological examination,,,,R82.89
503,A,2,drugs,,,,R82.5
504,A,2,fat,,,,R82.0
505,A,2,glucose,,,,R81
506,A,2,heavy metals,,,,R82.6
507,A,2,hemoglobin,,,,R82.3
508,A,2,histological examination,,,,R82.89
509,A,2,ketones,,,,R82.4
510,A,2,microbiological examination,,,(culture),R82.79
511,A,2,myoglobin,,,,R82.1
512,A,2,positive culture,,,,R82.79
513,A,2,protein,Proteinuria,,,
514,A,2,specified substance NEC,,,,R82.998
515,A,3,chromoabnormality NEC,,,,R82.91
516,A,2,substances nonmedical,,,,R82.6
517,A,1,uterine hemorrhage,"Hemorrhage, uterus",,,
518,A,1,vectorcardiogram,,,,R94.39
519,A,1,visually evoked potential,,,(VEP),R94.112
520,A,1,white blood cells,,,,D72.9
521,A,2,specified NEC,,,,D72.89
522,A,1,X-ray examination,"Abnormal,  diagnostic imaging",,,
523,A,0,Abnormity,Anomaly,,(any organ or part),
524,A,0,Abocclusion,,,,M26.29
525,A,1,hemolytic disease,,,(newborn),P55.1
526,A,1,incompatibility reaction ABO,"Complication(s), transfusion, incompatibility reaction, ABO",,,
527,A,0,"Abolition, language",,,,R48.8
528,A,0,"Aborter, habitual or recurrent","Loss (of), pregnancy, recurrent",,,
529,A,0,Abortion,,,(complete) (spontaneous),O03.9
530,A,1,with,,,,
531,A,2,retained products of conception,"Abortion, incomplete",,,
532,A,1,attempted,,,(elective) (failed),O07.4
533,A,2,complicated by,,,,O07.30
534,A,3,afibrinogenemia,,,,O07.1
535,A,3,cardiac arrest,,,,O07.36
536,A,3,chemical damage of pelvic organ,,,(s),O07.34
537,A,3,circulatory collapse,,,,O07.31
538,A,3,cystitis,,,,O07.38
539,A,3,defibrination syndrome,,,,O07.1
540,A,3,electrolyte imbalance,,,,O07.33
541,A,3,embolism,,,(air) (amniotic fluid) (blood clot) (fat) (pulmonary) (septic) (soap),O07.2
542,A,3,endometritis,,,,O07.0
543,A,3,genital tract and pelvic infection,,,,O07.0
544,A,3,hemolysis,,,,O07.1
545,A,3,hemorrhage,,,(delayed) (excessive),O07.1
546,A,3,infection,,,,
547,A,4,genital tract or pelvic,,,,O07.0
548,A,4,urinary tract tract,,,,O07.38
549,A,3,intravascular coagulation,,,,O07.1
550,A,3,laceration of pelvic organ,,,(s),O07.34
551,A,3,metabolic disorder,,,,O07.33
552,A,3,oliguria,,,,O07.32
553,A,3,oophoritis,,,,O07.0
554,A,3,parametritis,,,,O07.0
555,A,3,pelvic peritonitis,,,,O07.0
556,A,3,perforation of pelvic organ,,,(s),O07.34
557,A,3,renal failure or shutdown,,,,O07.32
558,A,3,salpingitis or salpingo-oophoritis,,,,O07.0
559,A,3,sepsis,,,,O07.37
560,A,3,shock,,,,O07.31
561,A,3,specified condition NEC,,,,O07.39
562,A,3,tubular necrosis,,,(renal),O07.32
563,A,3,uremia,,,,O07.32
564,A,3,urinary tract infection,,,,O07.38
565,A,3,venous complication NEC,,,,O07.35
566,A,4,embolism,,,(air) (amniotic fluid) (blood clot) (fat) (pulmonary) (septic) (soap),O07.2
567,A,1,complicated,,,(by) (following),O03.80
568,A,2,afibrinogenemia,,,,O03.6
569,A,2,cardiac arrest,,,,O03.86
570,A,2,chemical damage of pelvic organ,,,(s),O03.84
571,A,2,circulatory collapse,,,,O03.81
572,A,2,cystitis,,,,O03.88
573,A,2,defibrination syndrome,,,,O03.6
574,A,2,electrolyte imbalance,,,,O03.83
575,A,2,embolism,,,(air) (amniotic fluid) (blood clot) (fat) (pulmonary) (septic) (soap),O03.7
576,A,2,endometritis,,,,O03.5
577,A,2,genital tract and pelvic infection,,,,O03.5
578,A,2,hemolysis,,,,O03.6
579,A,2,hemorrhage,,,(delayed) (excessive),O03.6
580,A,2,infection,,,,
581,A,3,genital tract or pelvic,,,,O03.5
582,A,3,urinary tract,,,,O03.88
583,A,2,intravascular coagulation,,,,O03.6
584,A,2,laceration of pelvic organ,,,(s),O03.84
585,A,2,metabolic disorder,,,,O03.83
586,A,2,oliguria,,,,O03.82
587,A,2,oophoritis,,,,O03.5
588,A,2,parametritis,,,,O03.5
589,A,2,pelvic peritonitis,,,,O03.5
590,A,2,perforation of pelvic organ,,,(s),O03.84
591,A,2,renal failure or shutdown,,,,O03.82
592,A,2,salpingitis or salpingo-oophoritis,,,,O03.5
593,A,2,sepsis,,,,O03.87
594,A,2,shock,,,,O03.81
595,A,2,specified condition NEC,,,,O03.89
596,A,2,tubular necrosis,,,(renal),O03.82
597,A,2,uremia,,,,O03.82
598,A,2,urinary tract infection,,,,O03.88
599,A,2,venous complication NEC,,,,O03.85
600,A,3,embolism,,,(air) (amniotic fluid) (blood clot) (fat) (pulmonary) (septic) (soap),O03.7
601,A,1,failed,"Abortion, attempted",,,
602,A,1,habitual or recurrent,,,,N96
603,A,2,with current abortion,categories  O03-O04,,,
604,A,2,without current pregnancy,,,,N96
605,A,2,care in current pregnancy,,,,O26.2-
606,A,1,incomplete,,,(spontaneous),O03.4
607,A,2,complicated,,,(by) (following),O03.30
608,A,3,afibrinogenemia,,,,O03.1
609,A,3,cardiac arrest,,,,O03.36
